objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference,,,,
8248539,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,6-Feb-19,,3-Aug-19,,"Polk, Florida, United States",27.66483,-81.51575,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Virginia Black,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Credible,Verified,,,,,,,,,,,,
8248535,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,9-Nov-18,,3-Aug-19,,"Polk, Florida, United States",27.66483,-81.51575,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Unknown Unknown,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Credible,Verified,,,,,,,,,,,,
8248121,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Jan-19,,3-Aug-19,,"Orange, Florida, United States",28.59307,-81.49153,WGS84     ,,,,,,,,,,,,1,,,,,,,,"somewhat blurry photo, but appears to be a burmese pythonJohn Hammond removed Burmese python",Capture,,John Hammond,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247726,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,6-Oct-18,,3-Aug-19,,"Monroe, Florida, United States",25.76218,-81.07052,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Oswaldo Gonzalez,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247725,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-Nov-18,,3-Aug-19,,"Monroe, Florida, United States",25.76039,-81.00562,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Cynthia Downer,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247724,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Oct-18,,3-Aug-19,,"Monroe, Florida, United States",25.75408,-80.97701,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Peggy Van Gorder,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247723,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-May-18,,3-Aug-19,,"Monroe, Florida, United States",25.74922,-80.96225,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247717,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,2-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.66076,-80.98683,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247650,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.31408,-80.33376,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247649,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.31399,-80.33373,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247648,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.31381,-80.33588,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247645,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.31259,-80.33373,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247644,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.31173,-80.3337,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247643,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,11-Jan-18,,3-Aug-19,,"Monroe, Florida, United States",25.31121,-80.33369,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247641,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,22-Nov-18,,3-Aug-19,,"Monroe, Florida, United States",25.30968,-80.29586,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"verified using video, but video is quite large.",Observation,,Helene Peddle,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8247638,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.30594,-80.33367,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247635,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-Aug-17,,3-Aug-19,,"Monroe, Florida, United States",25.30557,-80.33374,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247631,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-Jun-17,,3-Aug-19,,"Monroe, Florida, United States",25.29616,-80.3368,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247630,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Aug-17,,3-Aug-19,,"Monroe, Florida, United States",25.29555,-80.33419,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247629,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.29203,-80.33468,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247613,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Jul-17,,3-Aug-19,,"Monroe, Florida, United States",25.27172,-80.33459,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247598,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,26-Dec-18,,3-Aug-19,,"Monroe, Florida, United States",25.20877,-80.86181,WGS84     ,,,,,,,,,,,,1,,,,,,,,"M. Aldecoa, N. Schwartz",Capture,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247590,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Nov-17,,3-Aug-19,,"Monroe, Florida, United States",25.19339,-80.88631,WGS84     ,,,,,,,,,,,,1,,,,,,,,"N. Scobel, D. Turffs",Capture,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247589,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-Oct-18,,3-Aug-19,,"Monroe, Florida, United States",25.1923,-80.88772,WGS84     ,,,,,,,,,,,,1,,,,,,,,"M. Squires, T. Picking, J. Beauchamp",Capture,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247587,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Dec-18,,3-Aug-19,,"Monroe, Florida, United States",25.18852,-80.89215,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Brigitte Marchand,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247585,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,13-Dec-07,,3-Aug-19,,"Monroe, Florida, United States",25.1853,-80.3894,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Sebastian Inlet, in the rockwall on the west side of the wading pool",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8247582,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-May-17,,3-Aug-19,,"Monroe, Florida, United States",25.18333,-80.59472,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-110,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247581,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Sep-17,,3-Aug-19,,"Monroe, Florida, United States",25.18214,-80.29363,WGS84     ,,,,,,,,,,,,1,,,,,,,,Southern Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247040,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-Nov-18,,3-Aug-19,,"Monroe, Florida, United States",25.16569,-80.91106,WGS84     ,,,,,,,,,,,,1,,,,,,,,"N. Jennings, S. Godfrey",Capture,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247037,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,5-May-17,,3-Aug-19,,"Monroe, Florida, United States",25.16333,-80.62167,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8247031,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,2-Nov-07,,3-Aug-19,,"Monroe, Florida, United States",25.1538,-80.3887,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Atlantic Ocean, Hollywood Beach",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8246932,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,12-Nov-18,,3-Aug-19,,"Monroe, Florida, United States",25.13639,-80.40444,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Jack Nicholas,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8246417,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Aug-17,,3-Aug-19,,"Monroe, Florida, United States",25.0992,-80.45982,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8246416,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Aug-17,,3-Aug-19,,"Monroe, Florida, United States",25.0992,-80.45982,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8246406,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,21-Dec-18,,3-Aug-19,,"Monroe, Florida, United States",25.08652,-80.44728,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Avery Leland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8246404,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,24-Jun-08,,3-Aug-19,,"Monroe, Florida, United States",25.08408,-80.45266,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Atlantic Ocean, Biscayne Bay, Sands cut channel, just off sand bar",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8246355,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-May-17,,3-Aug-19,,"Monroe, Florida, United States",25.06167,-80.79667,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8246220,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,9-Oct-18,,3-Aug-19,,"Monroe, Florida, United States",25.02434,-80.50986,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,John Humphrey,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8243500,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,11-Dec-18,,3-Aug-19,,"Monroe, Florida, United States",25.08652,-80.44728,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,John Austin,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Credible,Verified,,,,,,,,,,,,
8243498,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,12-Nov-18,,3-Aug-19,,"Monroe, Florida, United States",24.94715,-80.60186,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Ewell Sulivan,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Credible,Verified,,,,,,,,,,,,
8243480,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Dec-18,,3-Aug-19,,"Manatee, Florida, United States",27.50771,-82.11072,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Bill Booth,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8243479,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,26-Nov-18,,3-Aug-19,,"Manatee, Florida, United States",27.50762,-82.11266,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,Caller reported initially as a red tailed boa. Picture confirmed it was actually a Burmese python. Record ID in EddMaps is 7827443,Observation,,Jessica Solis,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8243435,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,15-Jun-06,,3-Aug-19,,"Manatee, Florida, United States",27.4117,-82.3399,WGS84     ,,,,,,,,,,,,,,,,2,Individuals,,,"Atlantic Ocean, Florida Keys, off Boca Grand",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8243434,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,5-Sep-08,,3-Aug-19,,"Manatee, Florida, United States",27.4022,-82.2623,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Atlantic Ocean, Florida Keys, off Cudjoe Key",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8243288,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,21-Apr-08,,3-Aug-19,,"Sarasota, Florida, United States",27.1935,-82.1747,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,Lake Lawne,Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8243051,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,1-Dec-08,,3-Aug-19,,"Volusia, Florida, United States",29.09441,-81.0182,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,Lake Marion,Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8242509,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,4-Dec-18,,3-Aug-19,,"Lee, Florida, United States",26.43832,-81.71643,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Carrie Unknown,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8242138,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,15-Jun-07,,3-Aug-19,,"Glades, Florida, United States",27.12477,-80.99923,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"roadside ditch, Immokalee Rd (CR 846) just north of 47th Ave NE, adjacent to Corkscrew Swamp Sanctuary",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8241927,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,30-Dec-18,,3-Aug-19,,"Broward, Florida, United States",26.33,-80.56,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,storm water retention area 3 / 4  palm beach county,Observation,,vicent howard,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8241876,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,18-Oct-18,,3-Aug-19,,"Broward, Florida, United States",26.25479,-80.47624,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"E. Metzger, N. Schwartz",Observation,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8241749,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,13-Nov-18,,3-Aug-19,,"Broward, Florida, United States",26.14564,-80.46759,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"M. Rochford,",Observation,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8241748,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Negative,14-Dec-18,,3-Aug-19,,"Broward, Florida, United States",26.14542,-80.46063,WGS84     ,,,,,,,,,,,,0,,,,0,Individuals,,, ,No Capture Survey/Trip,,Donna Kalil,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241747,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Nov-17,,3-Aug-19,,"Broward, Florida, United States",26.14518,-80.4584,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241744,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Jul-17,,3-Aug-19,,"Broward, Florida, United States",26.14117,-80.45038,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-37,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241741,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-Oct-18,,3-Aug-19,,"Broward, Florida, United States",26.13921,-80.25569,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Thomas Rahill,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241736,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Jun-17,,3-Aug-19,,"Broward, Florida, United States",26.1356,-80.4605,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241728,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Dec-18,,3-Aug-19,,"Broward, Florida, United States",26.13188,-80.4387,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Matt Briggle,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241681,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-Aug-17,,3-Aug-19,,"Broward, Florida, United States",26.10207,-80.45925,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241673,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Aug-17,,3-Aug-19,,"Broward, Florida, United States",26.0917,-80.45894,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241663,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Aug-17,,3-Aug-19,,"Broward, Florida, United States",26.0809,-80.4586,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241643,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Jun-17,,3-Aug-19,,"Broward, Florida, United States",26.0723,-80.4581,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-33,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241642,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,2-Aug-17,,3-Aug-19,,"Broward, Florida, United States",26.07161,-80.45802,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-68,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241641,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Aug-17,,3-Aug-19,,"Broward, Florida, United States",26.07145,-80.45814,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241599,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,25-Jan-19,,3-Aug-19,,"Broward, Florida, United States",26.0618,-80.43478,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,John Hammond,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8241595,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Feb-19,,3-Aug-19,,"Broward, Florida, United States",26.061,-80.44472,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Thomas Aycock,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
