Name_x,Name_y,Games,Event
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Horse Vault
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Horse Vault
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Horse Vault
"Joyce May Racek (-Markley, -Budrunas)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Horse Vault
"Joyce May Racek (-Markley, -Budrunas)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Horse Vault
"Joyce May Racek (-Markley, -Budrunas)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Horse Vault
"Joyce May Racek (-Markley, -Budrunas)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Horse Vault
"Joyce May Racek (-Markley, -Budrunas)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Horse Vault
"Sandra Marlene Ruddick (Anderson-, -John)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Horse Vault
"Sandra Marlene Ruddick (Anderson-, -John)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Horse Vault
"Sandra Marlene Ruddick (Anderson-, -John)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Horse Vault
"Sandra Marlene Ruddick (Anderson-, -John)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Horse Vault
"Sandra Marlene Ruddick (Anderson-, -John)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Horse Vault
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,"Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,"Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,"Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),"Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),"Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),"Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Uneven Bars
"Judith Ann ""Judy"" Howe (Hult-)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Uneven Bars
"Judith Ann ""Judy"" Howe (Hult-)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Uneven Bars
"Judith Ann ""Judy"" Howe (Hult-)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Uneven Bars
"Judith Ann ""Judy"" Howe (Hult-)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Uneven Bars
"Judith Ann ""Judy"" Howe (Hult-)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Uneven Bars
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Uneven Bars
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Uneven Bars
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Uneven Bars
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Uneven Bars
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Uneven Bars
"Joyce May Racek (-Markley, -Budrunas)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Uneven Bars
"Joyce May Racek (-Markley, -Budrunas)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Uneven Bars
"Joyce May Racek (-Markley, -Budrunas)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Uneven Bars
"Joyce May Racek (-Markley, -Budrunas)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Uneven Bars
"Joyce May Racek (-Markley, -Budrunas)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Uneven Bars
"Sandra Marlene Ruddick (Anderson-, -John)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Uneven Bars
"Sandra Marlene Ruddick (Anderson-, -John)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Uneven Bars
"Sandra Marlene Ruddick (Anderson-, -John)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Uneven Bars
"Sandra Marlene Ruddick (Anderson-, -John)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Uneven Bars
"Sandra Marlene Ruddick (Anderson-, -John)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Balance Beam
Muriel Evelyn Davis-Grossfeld,"Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Balance Beam
Muriel Evelyn Davis-Grossfeld,"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Balance Beam
Muriel Evelyn Davis-Grossfeld,"Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Balance Beam
Muriel Evelyn Davis-Grossfeld,"Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Balance Beam
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Balance Beam
Doris Gudrun Fuchs (-Brause),"Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Balance Beam
Doris Gudrun Fuchs (-Brause),"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Balance Beam
Doris Gudrun Fuchs (-Brause),"Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Balance Beam
Doris Gudrun Fuchs (-Brause),"Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Balance Beam
"Judith Ann ""Judy"" Howe (Hult-)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Balance Beam
"Judith Ann ""Judy"" Howe (Hult-)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Balance Beam
"Judith Ann ""Judy"" Howe (Hult-)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Balance Beam
"Judith Ann ""Judy"" Howe (Hult-)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Balance Beam
"Judith Ann ""Judy"" Howe (Hult-)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Balance Beam
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Balance Beam
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Balance Beam
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Balance Beam
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Balance Beam
"Jacquelyn Joyce ""Jackie"" Klein (-Fie)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Balance Beam
"Joyce May Racek (-Markley, -Budrunas)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Balance Beam
"Joyce May Racek (-Markley, -Budrunas)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Balance Beam
"Joyce May Racek (-Markley, -Budrunas)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Balance Beam
"Joyce May Racek (-Markley, -Budrunas)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Balance Beam
"Joyce May Racek (-Markley, -Budrunas)","Sandra Marlene Ruddick (Anderson-, -John)",1956 Summer,Gymnastics Women's Balance Beam
"Sandra Marlene Ruddick (Anderson-, -John)",Muriel Evelyn Davis-Grossfeld,1956 Summer,Gymnastics Women's Balance Beam
"Sandra Marlene Ruddick (Anderson-, -John)",Doris Gudrun Fuchs (-Brause),1956 Summer,Gymnastics Women's Balance Beam
"Sandra Marlene Ruddick (Anderson-, -John)","Judith Ann ""Judy"" Howe (Hult-)",1956 Summer,Gymnastics Women's Balance Beam
"Sandra Marlene Ruddick (Anderson-, -John)","Jacquelyn Joyce ""Jackie"" Klein (-Fie)",1956 Summer,Gymnastics Women's Balance Beam
"Sandra Marlene Ruddick (Anderson-, -John)","Joyce May Racek (-Markley, -Budrunas)",1956 Summer,Gymnastics Women's Balance Beam
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Individual All-Around
Muriel Evelyn Davis-Grossfeld,"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Individual All-Around
Muriel Evelyn Davis-Grossfeld,"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Individual All-Around
Muriel Evelyn Davis-Grossfeld,Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Individual All-Around
Muriel Evelyn Davis-Grossfeld,Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Individual All-Around
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Individual All-Around
Doris Gudrun Fuchs (-Brause),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Individual All-Around
Doris Gudrun Fuchs (-Brause),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Individual All-Around
Doris Gudrun Fuchs (-Brause),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Individual All-Around
Doris Gudrun Fuchs (-Brause),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Individual All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Individual All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Individual All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)","Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Individual All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Individual All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Individual All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Individual All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Individual All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)","Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Individual All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Individual All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Individual All-Around
Sharon Lee Richardson (-Zuber),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Individual All-Around
Sharon Lee Richardson (-Zuber),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Individual All-Around
Sharon Lee Richardson (-Zuber),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Individual All-Around
Sharon Lee Richardson (-Zuber),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Individual All-Around
Sharon Lee Richardson (-Zuber),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Individual All-Around
Gail Evelyn Sontgerath (-Whitney),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Individual All-Around
Gail Evelyn Sontgerath (-Whitney),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Individual All-Around
Gail Evelyn Sontgerath (-Whitney),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Individual All-Around
Gail Evelyn Sontgerath (-Whitney),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Individual All-Around
Gail Evelyn Sontgerath (-Whitney),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Individual All-Around
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Team All-Around
Muriel Evelyn Davis-Grossfeld,"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Team All-Around
Muriel Evelyn Davis-Grossfeld,"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Team All-Around
Muriel Evelyn Davis-Grossfeld,Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Team All-Around
Muriel Evelyn Davis-Grossfeld,Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Team All-Around
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Team All-Around
Doris Gudrun Fuchs (-Brause),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Team All-Around
Doris Gudrun Fuchs (-Brause),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Team All-Around
Doris Gudrun Fuchs (-Brause),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Team All-Around
Doris Gudrun Fuchs (-Brause),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Team All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Team All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Team All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)","Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Team All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Team All-Around
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Team All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Team All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Team All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)","Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Team All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Team All-Around
"Teresa Marie ""Teri"" Montefusco (-Miller)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Team All-Around
Sharon Lee Richardson (-Zuber),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Team All-Around
Sharon Lee Richardson (-Zuber),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Team All-Around
Sharon Lee Richardson (-Zuber),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Team All-Around
Sharon Lee Richardson (-Zuber),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Team All-Around
Sharon Lee Richardson (-Zuber),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Team All-Around
Gail Evelyn Sontgerath (-Whitney),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Team All-Around
Gail Evelyn Sontgerath (-Whitney),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Team All-Around
Gail Evelyn Sontgerath (-Whitney),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Team All-Around
Gail Evelyn Sontgerath (-Whitney),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Team All-Around
Gail Evelyn Sontgerath (-Whitney),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Team All-Around
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Floor Exercise
Muriel Evelyn Davis-Grossfeld,"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Floor Exercise
Muriel Evelyn Davis-Grossfeld,"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Floor Exercise
Muriel Evelyn Davis-Grossfeld,Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Floor Exercise
Muriel Evelyn Davis-Grossfeld,Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Floor Exercise
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Floor Exercise
Doris Gudrun Fuchs (-Brause),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Floor Exercise
Doris Gudrun Fuchs (-Brause),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Floor Exercise
Doris Gudrun Fuchs (-Brause),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Floor Exercise
Doris Gudrun Fuchs (-Brause),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Floor Exercise
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Floor Exercise
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Floor Exercise
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)","Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Floor Exercise
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Floor Exercise
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Floor Exercise
"Teresa Marie ""Teri"" Montefusco (-Miller)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Floor Exercise
"Teresa Marie ""Teri"" Montefusco (-Miller)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Floor Exercise
"Teresa Marie ""Teri"" Montefusco (-Miller)","Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Floor Exercise
"Teresa Marie ""Teri"" Montefusco (-Miller)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Floor Exercise
"Teresa Marie ""Teri"" Montefusco (-Miller)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Floor Exercise
Sharon Lee Richardson (-Zuber),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Floor Exercise
Sharon Lee Richardson (-Zuber),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Floor Exercise
Sharon Lee Richardson (-Zuber),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Floor Exercise
Sharon Lee Richardson (-Zuber),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Floor Exercise
Sharon Lee Richardson (-Zuber),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Floor Exercise
Gail Evelyn Sontgerath (-Whitney),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Floor Exercise
Gail Evelyn Sontgerath (-Whitney),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Floor Exercise
Gail Evelyn Sontgerath (-Whitney),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Floor Exercise
Gail Evelyn Sontgerath (-Whitney),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Floor Exercise
Gail Evelyn Sontgerath (-Whitney),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Floor Exercise
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Horse Vault
Muriel Evelyn Davis-Grossfeld,"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Horse Vault
Muriel Evelyn Davis-Grossfeld,"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Horse Vault
Muriel Evelyn Davis-Grossfeld,Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Horse Vault
Muriel Evelyn Davis-Grossfeld,Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Horse Vault
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Horse Vault
Doris Gudrun Fuchs (-Brause),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Horse Vault
Doris Gudrun Fuchs (-Brause),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Horse Vault
Doris Gudrun Fuchs (-Brause),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Horse Vault
Doris Gudrun Fuchs (-Brause),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Horse Vault
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Horse Vault
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Horse Vault
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)","Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Horse Vault
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Horse Vault
"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Horse Vault
"Teresa Marie ""Teri"" Montefusco (-Miller)",Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Horse Vault
"Teresa Marie ""Teri"" Montefusco (-Miller)",Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Horse Vault
"Teresa Marie ""Teri"" Montefusco (-Miller)","Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Horse Vault
"Teresa Marie ""Teri"" Montefusco (-Miller)",Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Horse Vault
"Teresa Marie ""Teri"" Montefusco (-Miller)",Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Horse Vault
Sharon Lee Richardson (-Zuber),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Horse Vault
Sharon Lee Richardson (-Zuber),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Horse Vault
Sharon Lee Richardson (-Zuber),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Horse Vault
Sharon Lee Richardson (-Zuber),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Horse Vault
Sharon Lee Richardson (-Zuber),Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Horse Vault
Gail Evelyn Sontgerath (-Whitney),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Horse Vault
Gail Evelyn Sontgerath (-Whitney),Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Horse Vault
Gail Evelyn Sontgerath (-Whitney),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Horse Vault
Gail Evelyn Sontgerath (-Whitney),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Horse Vault
Gail Evelyn Sontgerath (-Whitney),Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Horse Vault
Muriel Evelyn Davis-Grossfeld,Doris Gudrun Fuchs (-Brause),1960 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,Sharon Lee Richardson (-Zuber),1960 Summer,Gymnastics Women's Uneven Bars
Muriel Evelyn Davis-Grossfeld,Gail Evelyn Sontgerath (-Whitney),1960 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),Muriel Evelyn Davis-Grossfeld,1960 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),"Elizabeth Jean ""Betty Jean"" Maycock (-Harrington)",1960 Summer,Gymnastics Women's Uneven Bars
Doris Gudrun Fuchs (-Brause),"Teresa Marie ""Teri"" Montefusco (-Miller)",1960 Summer,Gymnastics Women's Uneven Bars
