appearance.eye-color,appearance.gender,appearance.hair-color,appearance.height,appearance.race,appearance.weight,biography.aliases,biography.alignment,biography.alter-egos,biography.first-appearance,biography.full-name,biography.place-of-birth,biography.publisher,connections.group-affiliation,connections.relatives,id,image.url,name,powerstats.combat,powerstats.durability,powerstats.intelligence,powerstats.power,powerstats.speed,powerstats.strength,response,work.base,work.occupation
Black,Male,Black,"[""6'7"", '201 cm']",Korugaran,"['205 lb', '92 kg']","['Green Lantern', 'White Lantern', 'Yellow Lantern', 'Parallax', 'Indigo Lantern']",neutral,No alter egos found.,Green Lantern Vol 2 #7,Thaal Sinestro,"Korugar City, Korugar",DC Comics,"Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",601,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg,Sinestro,55,64,75,100,53,85,success,"Ranx, Warworld. formerly New Korugar, Qward, Oa",-
Blue,Female,Purple,"[""5'9"", '175 cm']",Atlantean,"['160 lb', '72 kg']",['-'],bad,No alter egos found.,"Aquaman #22 (August, 1965)",Hila,-,DC Comics,-,"Mera (twin sister), Aquaman (brother-in-law)",602,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg,Siren,60,60,56,92,79,62,success,formely Atlantis,-
Black,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],bad,No alter egos found.,The Titans #5 (1999),La Sirene la Bailene,Atlantis,DC Comics,-,-,603,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg,Siren II,null,null,null,null,null,null,success,-,-
Blue,Female,Strawberry Blond,"[""5'6"", '168 cm']",null,"['115 lb', '52 kg']",['Theresa Rourke'],bad,No alter egos found.,Spider-Woman (first series) #37,Theresa Rourke Cassidy,"Cassidy Keep, County Mayo, Ireland",Marvel Comics,"(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force","Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",604,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg,Siryn,42,28,38,50,47,8,success,-,(current) Adventurer (former) Professional Criminal
Green,Male,Black,"[""6'6"", '198 cm']",null,"['400 lb', '180 kg']","['Savior', 'Son of Hulk', 'WorldBreaker', 'Long Hair', 'Little Monster', 'Conan']",good,No alter egos found.,"World War Hulk #5, 2007",,Sakaar,Marvel Comics,-,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)",605,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg,Skaar,85,90,50,69,27,85,success,-,Warrior
-,Male,-,"['-', '0 cm']",Animal,"['- lb', '0 kg']",['Xanthian Boulder Crusher'],bad,No alter egos found.,"Marvel Team-Up Annual Vol 1 #7 October, 1984",,-,Marvel Comics,-,-,606,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg,Snake-Eyes,null,null,null,null,null,null,success,-,-
White,Female,Blond,"[""5'10'"", '178 cm']",null,"['108 lb', '49 kg']",['Anne McKenzie-Thompson'],good,No alter egos found.,Uncanny X-Men #120,Narya,"Near Resolute Bay, Northwest Territories, Canada",Marvel Comics,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",607,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg,Snowbird,52,42,50,70,27,32,success,formerly Department H,"Goddess, adventurer, former records officer"
White,Male,No Hair,"['-', '0 cm']",null,"['- lb', '0 kg']",['Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine'],good,No alter egos found.,52 Week Twenty-Six,Yurrd the Unknown,Nile River; Bioengineered at Oolong Island,DC Comics,"Black Marvel Family, Four Horsemen",-,608,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg,Sobek,56,46,50,20,23,34,success,Kahndaq,-
Black,Male,White,"[""9'2"", '279 cm']",Zombie,"['971 lb', '437 kg']",['Marshland Monster'],bad,No alter egos found.,"All-American Comics #61 (October, 1944)",Cyrus Gold,Gotham City,DC Comics,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",609,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg,Solomon Grundy,30,100,9,92,13,93,success,-,-
Green,Female,Red / White,"[""5'5"", '165 cm']",null,"['145 lb', '65 kg']","['Screaming Mimi', 'Mimi Schwartz', 'Margie Green']",good,No alter egos found.,-,Melissa Joan Gold,"Shoshoni, Wyoming",Marvel Comics,"Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers","Mimi Gold (mother), Mr. Gold (father)",610,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg,Songbird,56,42,75,55,27,36,success,-,Adventurer; former criminal and wrestler
-,Male,-,"[""6'2"", '188 cm']",Human,"['250 lb', '113 kg']","['Ted Ghostel', 'Tad Ghostal']",good,No alter egos found.,Space Ghost (1966),Thaddeus Bach,-,DC Comics,Galactic Heroes,-,611,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg,Space Ghost,80,40,38,95,33,18,success,-,-
Brown,Male,Black,"[""6'11"", '211 cm']",Demon,"['900 lb', '405 kg']","['The One', 'Hellspawn']",good,No alter egos found.,"Spawn #1 (May, 1992)",Al Simmons,"Detroit, Michigan (8th level of Hell after rebirth)",Image Comics,"Eighth Circle of Hell; formerly (as Al Simmons) CIA (U.S. Security Service), U.S. Secret Service, U.S. Marine Corps","Wanda (widow), Cyan (widow's daughter)",612,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg,Spawn,95,90,75,100,50,60,success,Hell,-
White,Male,No Hair,"['-', '0 cm']",God / Eternal,"['- lb', '0 kg']","['Spirit of Vengeance', 'Wrath of God', 'Spirit of Redemption', 'Raguel', 'James Corrigan', 'Hal Jordan', 'Cripus Allen']",good,Aztar,"More Fun Comics #52 (February, 1940)",Aztar,-,Aztar,-,-,613,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg,Spectre,70,100,88,100,100,100,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']","['Penance', 'Masked Marvel']",good,Penance II,"Amazing Spider-Man Annual #22, (chronologically) Speedball #1",Robert Baldwin,"Springdale, Connecticut",Penance II,New Warriors,"Maddie Baldwin (mother), Justin Baldwin (father)",614,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg,Speedball,null,null,null,null,null,null,success,Mobile; formerly New Warriors Headquarters,"Student, superhero"
Green,Female,Brown,"['-', '0 cm']",Human,"['- lb', '0 kg']","['Thea Merlyn', 'Mia', 'Red Arrow']",good,No alter egos found.,"Arrow (TV Series) - ""Pilot""",Thea Queen,Starling City,DC Comics,Team Arrow,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)",615,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg,Speedy,70,20,50,26,33,6,success,-,Nightclub Owner
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,Arsenal,-,"Roy William Harper, Jr.",-,Arsenal,-,-,616,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg,Speedy,null,null,null,null,null,null,success,-,-
-,Male,-,"['-', '0 cm']",Symbiote,"['- lb', '0 kg']",['-'],bad,Scarlet Spider,-,Benjamin Reilly,-,Scarlet Spider,-,-,617,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg,Spider-Carnage,null,null,null,null,null,69,success,-,-
Blue,Female,Brown,"[""5'7"", '170 cm']",Human,"['119 lb', '54 kg']",['-'],good,No alter egos found.,"What If? Vol 2 #105 (February, 1998)",May 'Mayday' Parker,"New York City, New York",Marvel Comics,-,-,618,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg,Spider-Girl,75,65,63,53,60,38,success,"New York City, New York",-
Blue,Female,Blond,"[""5'5"", '165 cm']",Human,"['125 lb', '56 kg']",['Spider-Woman'],good,No alter egos found.,Edge of Spider-Verse #2,Gwen Stacy,-,Marvel Comics,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",619,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg,Spider-Gwen,70,70,75,66,63,55,success,-,-
Hazel,Male,Brown,"[""5'10"", '178 cm']",Human,"['165 lb', '74 kg']","['Spiderman', 'Bag-Man', 'Black Marvel', 'Captain Universe', 'Dusk', 'Green Hood', 'Hornet', 'Mad Dog 336', 'Peter Palmer', 'Prodigy', 'Ricochet', 'Scarlet Spider', 'Spider-Boy', 'Spider-Hulk', 'Spider-Morphosis']",good,No alter egos found.,Amazing Fantasy #15,Peter Parker,"New York, New York",Marvel Comics,"Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",620,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg,Spider-Man,85,75,90,74,67,55,success,"New York, New York","Freelance photographer, teacher"
Red,-,Brown,"[""5'10"", '178 cm']",Human,"['170 lb', '77 kg']","['Spider-Man 2099', 'Spiderman']",good,No alter egos found.,"Amazing Spider-Man #365 (August, 1992)",Miguel O'Hara,-,Marvel Comics,-,-,621,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg,Spider-Man,null,null,null,null,null,57,success,-,"CEO of Alchemax Corporation, Executive Assistant"
Brown,Male,Black,"[""5'2"", '157 cm']",Human,"['125 lb', '56 kg']",['Spiderman'],good,No alter egos found.,"Ultimate Comics Fallout #4 (October, 2011)",Miles Morales,-,Marvel Comics,-,-,622,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg,Spider-Man,null,null,null,null,null,58,success,-,"Student, adventurer, vigilante"
Green,Female,Black,"[""5'10"", '178 cm']",Human,"['130 lb', '59 kg']","['Arachne', 'Ariadne Hyde', 'Dark Angel', 'Dark Angel of San Francisco']",good,No alter egos found.,"Marvel Spotlight #32 (February, 1977)",Jessica Drew,"London, England",Marvel Comics,Former agent of HYDRA,"Jonathan (father, deceased), Merriem (mother, deceased)",623,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg,Spider-Woman,70,60,56,68,42,42,success,-,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer"
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,Marvel Comics,-,-,624,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg,Spider-Woman II,null,null,null,null,null,null,success,-,-
Brown,Female,Brown,"[""5'8"", '173 cm']",null,"['123 lb', '55 kg']",['-'],good,No alter egos found.,(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),Martha Franklin,"Rochester, New York",Marvel Comics,Formerly Gathering of the Five,"Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",625,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg,Spider-Woman III,28,42,50,60,27,48,success,-,-
Red,Female,White,"[""5'10"", '178 cm']",null,"['128 lb', '58 kg']",['Spider-Woman'],bad,No alter egos found.,Amazing Spider-Man Volume 2 #5 (# 446),Charlotte Witter,-,Marvel Comics,-,"Cassandra Webb (aka Madame Web, grandmother)",626,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg,Spider-Woman IV,null,null,null,null,null,null,success,New York City,"Fashion designer, professional criminal"
Brown,Male,Black,"[""6'1"", '185 cm']",Human-Vulcan,"['180 lb', '81 kg']",['-'],good,No alter egos found.,Star Trek S01E01: The Man Trap,S'chn T'gai Spock,-,Star Trek,-,-,627,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg,Spock,40,40,81,56,17,18,success,-,-
Brown,Male,Blond,"[""6'0"", '183 cm']",Mutant,"['185 lb', '83 kg']","['Porcupine', 'Armadillo']",good,No alter egos found.,"""Speed & Spyke"" (December 9, 2000)",Evan Daniels,-,Marvel Comics,Morlocks; Formerly: X-Men,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",628,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg,Spyke,30,60,50,48,17,12,success,-,-
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,Marvel Comics,-,-,629,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg,Stacy X,null,null,null,null,null,null,success,-,-
Blue,Male,Blond,"[""6'2"", '188 cm']",Human-Spartoi,"['175 lb', '79 kg']",['Starlord'],good,No alter egos found.,"Marvel Preview #4 (January, 1976)",Peter Jason Quill,-,Marvel Comics,"Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",630,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg,Star-Lord,70,50,69,25,33,20,success,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5",Adventurer; Royal Prince of Spartax
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['Entity Lambda-Zero'],good,No alter egos found.,-,,-,Marvel Comics,Heralds of Galactus ; Formerly United Front,-,631,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg,Stardust,85,110,88,100,100,85,success,-,Herald of Galactus
Green,Female,Auburn,"[""6'4"", '193 cm']",Tamaranean,"['158 lb', '71 kg']","[""Princess Koriand'r"", 'Kory Anders', 'Nova']",good,No alter egos found.,"DC Comics Presents #26 (October, 1980)",Koriand'r,Tamaran,DC Comics,"Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",632,https://www.superherodb.com/pictures2/portraits/10/100/786.jpg,Starfire,70,85,50,59,33,80,success,"Formerly Titans Island, New York City; Titans Tower, San Francisco",Model
Blue,Female,Blond,"[""5'5"", '165 cm']",Human,"['137 lb', '62 kg']","['Star-Spangled Kid', 'Star', 'Stars']",good,No alter egos found.,"Stars and S.T.R.I.P.E. #0 (July, 1999)",Courtney Whitmore,-,DC Comics,Justice Society of America,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",633,https://www.superherodb.com/pictures2/portraits/10/100/1326.jpg,Stargirl,55,90,63,87,25,80,success,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",-
Brown,Male,Black,"[""5'7"", '170 cm']",Mutant,"['140 lb', '63 kg']","['Sparky', 'Virg', 'V', 'V-Man']",good,No alter egos found.,"Static #1 (June, 1993)",Virgil Hawkins,"Paris Island, Dakota City",DC Comics,"Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",634,https://www.superherodb.com/pictures2/portraits/10/100/1471.jpg,Static,40,50,69,90,42,8,success,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City",Student
Brown,Male,No Hair,"[""6'7"", '201 cm']",null,"['290 lb', '131 kg']","['Man of Steel', 'Henry Johnson']",good,No alter egos found.,Adventures of Superman #500 (1993),John Henry Irons,"Washington, D.C.",DC Comics,Reserve member of the Justice League of America,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",635,https://www.superherodb.com/pictures2/portraits/10/100/1383.jpg,Steel,64,90,81,64,53,82,success,"Steelworks, Metropolis; formerly Jersey City and Washington D.C.","Weapons designer, former steelworker"
-,Female,Blond,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,No Ordinary Family S01E01 (2010),Stephanie Powell,-,ABC Studios,-,"Jim Powell (husband), Daphne Powell (daughter), JJ Powell (son)",636,https://www.superherodb.com/pictures2/portraits/10/100/1355.jpg,Stephanie Powell,10,10,69,24,54,10,success,-,Executive Vice President of Research at Global Tech
Red,Male,Black,"[""6'0"", '183 cm']",New God,"['203 lb', '91 kg']",['Steppenwulf'],bad,No alter egos found.,The New Gods #7,,-,DC Comics,-,-,637,https://www.superherodb.com/pictures2/portraits/10/100/10653.jpg,Steppenwolf,100,100,94,100,83,100,success,-,-
Blue,Female,White,"[""5'11"", '180 cm']",Mutant,"['127 lb', '57 kg']","[""Ororo Iqadi T'Challa"", 'Queen Ororo', 'Ororo Komo Wakandas,White Queen', 'Weather Witch', 'Windrider', 'Goddess', 'Mistress of the Elements', ""Princess of N'Dare"", 'High Priestess Windrider', 'Goddess', 'Mistress of the Elements', ""Princess of N'Dare"", 'High Priestess']",good,No alter egos found.,"Giant-Size X-Men #1 (May, 1975)",Ororo Munroe,"New York, New York",Marvel Comics,"X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",638,https://www.superherodb.com/pictures2/portraits/10/100/135.jpg,Storm,75,30,75,88,47,10,success,"Xavier Institute, Salem Center, Westchester County, New York State",Adventurer
-,Male,-,"[""6'0"", '183 cm']",Human,"['- lb', '0 kg']",['-'],bad,No alter egos found.,Star Wars: Episode IV - A New Hope (1977),,-,George Lucas,-,-,639,https://www.superherodb.com/pictures2/portraits/10/100/10539.jpg,Stormtrooper,20,15,10,5,8,8,success,-,-
brown,Male,black,"[""5'8"", '173 cm']",Mutant,"['170 lb', '77 kg']","['Robert DaCosta', 'Bobby; Black Rook', 'Black King', 'Reignfire']",good,No alter egos found.,"Marvel Graphic Novel #4 (October, 1982)",Roberto DaCosta,"Rio de Janeiro, Brazil",Marvel Comics,"Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",640,https://www.superherodb.com/pictures2/portraits/10/100/138.jpg,Sunspot,70,25,63,90,35,63,success,"1128 Mission Street, San Francisco, California","Adventurer, businessman"
Blue,Male,Black,"[""5'7"", '170 cm']",null,"['150 lb', '68 kg']","['Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid', 'Superman']",good,No alter egos found.,"Adventures of Superman #500 (June, 1993)",Kon-El / Conner Kent,Project Cadmus cloning facility,DC Comics,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",641,https://www.superherodb.com/pictures2/portraits/10/100/789.jpg,Superboy,60,90,75,95,83,95,success,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,-
Blue,Male,Black / Blue,"[""5'11"", '180 cm']",Kryptonian,"['170 lb', '77 kg']",['Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper'],bad,No alter egos found.,"DC Comics Presents #87 (November, 1985)",Kal-El,Krypton (Earth-Prime),DC Comics,"Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",642,https://www.superherodb.com/pictures2/portraits/10/100/1535.jpg,Superboy-Prime,85,100,94,100,100,100,success,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.",-
Blue,Female,Blond,"[""5'5"", '165 cm']",Kryptonian,"['120 lb', '54 kg']","['Linda Lang', 'Kara-El', 'Kara Kent', 'Flamebird', 'Trinity Child', 'Teen of Tomorrow', 'The Girl of Steel', 'The Maid of Might', 'The Princess of Power', 'Mighty Maid', 'Claire Connors', 'Bluebird']",good,No alter egos found.,"Superman/Batman #8 (May, 2004)",Kara Zor-El,"Argo City, Krypton",DC Comics,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",643,https://www.superherodb.com/pictures2/portraits/10/100/790.jpg,Supergirl,75,100,94,100,100,100,success,Metropolis,"Intern, Adventurer, Student, Crime-Fighter"
Blue,Male,Black,"[""6'3"", '191 cm']",Kryptonian,"['225 lb', '101 kg']","['Clark Joseph Kent', 'The Man of Steel', 'the Man of Tomorrow', 'the Last Son of Krypton', 'Big Blue', 'the Metropolis Marvel', 'the Action Ace']",good,Superman Prime One-Million,ACTION COMICS #1,Clark Kent,Krypton,Superman Prime One-Million,"Justice League of America, The Legion of Super-Heroes (pre-Crisis as Superboy); Justice Society of America (pre-Crisis Earth-2 version); All-Star Squadron (pre-Crisis Earth-2 version)","Lois Lane (wife), Jor-El (father, deceased), Lara (mother, deceased), Jonathan Kent (adoptive father), Martha Kent (adoptive mother), Seyg-El (paternal grandfather, deceased), Zor-El (uncle, deceased), Alura (aunt, deceased), Supergirl (Kara Zor-El, cousin), Superboy (Kon-El/Conner Kent, partial clone)",644,https://www.superherodb.com/pictures2/portraits/10/100/791.jpg,Superman,85,100,94,100,100,100,success,Metropolis,Reporter for the Daily Planet and novelist
Red,Male,No Hair,"['-', '0 cm']",God / Eternal,"['- lb', '0 kg']","['Green Man', 'Swampy', 'the Weed', 'Le Bon Gumbo', 'Smalsh-Yegger (on Rann)']",bad,No alter egos found.,"Swamp Thing #1 (November, 1972)",Alec Holland,-,DC Comics,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)",645,https://www.superherodb.com/pictures2/portraits/10/100/792.jpg,Swamp Thing,55,100,88,100,25,95,success,-,"Planet Elemental, former Biochemist"
Yellow,Male,No Hair,"[""6'5"", '196 cm']",Mutant,"['104 lb', '47 kg']",['-'],bad,No alter egos found.,"Champions #14 (July, 1977)",Fritz von Meyer,-,Marvel Comics,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",-,646,https://www.superherodb.com/pictures2/portraits/10/100/10428.jpg,Swarm,35,90,75,38,50,18,success,Formerly South Africa,Ph.D. in toxicology & entomology
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']","['Gabriel Sylar', ""Drew O'Grady"", 'Dr. Suresh', 'Zane Taylor', 'Isaac Mendez']",bad,No alter egos found.,-,Gabriel Gray,-,NBC - Heroes,-,Virginia Gray (mother),647,https://www.superherodb.com/pictures2/portraits/10/100/953.jpg,Sylar,56,28,75,91,12,10,success,"New York, NY",Timepiece restorer
Brown,Male,Black,"[""5'11"", '180 cm']",null,"['165 lb', '74 kg']",['-'],good,No alter egos found.,X-Men #36 (1994),Everett Thomas,-,Marvel Comics,Generation X,"Stan Thomas (father), Ida Thomas (mother), Kim Ho Twae (adopted sister)",648,https://www.superherodb.com/pictures2/portraits/10/100/175.jpg,Synch,56,28,75,74,23,67,success,Massachusetts Academy,Student
-,Male,-,"[""6'0"", '183 cm']",Android,"['325 lb', '146 kg']","['T-1001', 'T-1002']",bad,No alter egos found.,Terminator 2: Judgment Day,Cyberdyne Systems Series 1000 Terminator,-,Dark Horse Comics,Skynet,-,649,https://www.superherodb.com/pictures2/portraits/10/100/10411.jpg,T-1000,75,100,75,100,33,34,success,-,-
Red,Male,-,"['-', '0 cm']",Cyborg,"['390 lb', '176 kg']",['Terminator'],bad,No alter egos found.,The Terminator (1984),Cyberdyne Systems Series 800 Terminator Model 101,-,Dark Horse Comics,Skynet,-,650,https://www.superherodb.com/pictures2/portraits/10/100/10409.jpg,T-800,65,60,75,73,17,34,success,-,Assassin
Red,Male,-,"['-', '0 cm']",Cyborg,"['440 lb', '198 kg']",['Terminator'],bad,No alter egos found.,Terminator 3: Rise of the Machines (2003),Cyberdyne Systems Series 850 Terminator,-,Dark Horse Comics,Skynet,-,651,https://www.superherodb.com/pictures2/portraits/10/100/10410.jpg,T-850,75,90,75,83,25,80,success,-,Assassin
-,Female,-,"['-', '0 cm']",Cyborg,"['330 lb', '149 kg']",['-'],bad,No alter egos found.,-,Cyberdyne Systems Series X Terminator,-,Dark Horse Comics,Skynet,-,652,https://www.superherodb.com/pictures2/portraits/10/100/10412.jpg,T-X,80,85,75,100,29,63,success,-,Assassin / Genesis Overseer
Brown,Male,Brown,"[""6'2"", '188 cm']",Human,"['220 lb', '99 kg']",['-'],bad,No alter egos found.,Avengers #195,Tony Masters,-,Marvel Comics,-,"Mercedes Merced (wife), Jeanne Foucault (Finesse, alleged daughter)",653,https://www.superherodb.com/pictures2/portraits/10/100/21.jpg,Taskmaster,100,20,75,63,50,12,success,"Bagalia; A.I.M Island, Taskmaster's Academy","Sheriff, Assassin, Mercenary; formerly Military Trainer, Combat Instructor, Head of Initiative training camp"
Brown,Female,Black,"[""5'4"", '163 cm']",null,"['121 lb', '54 kg']",['-'],good,Angel Salvadore,"New X-Men #118 (November, 2001)",Angel Salvadore Bohusk,-,Angel Salvadore,Formerly New Warriors; Special Class,Tito Bohusk (son); Axel Bohusk (son); Kara Bohusk (daughter); three other unidentified children;,654,https://www.superherodb.com/pictures2/portraits/10/100/1407.jpg,Tempest,60,28,38,66,45,10,success,-,-
